Id,Harapan Lama Sekolah (2019),Harapan Lama Sekolah (2020),Harapan Lama Sekolah (2021),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang)(2019),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang) (2020),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang) (2021),Rata-rata Lama Sekolah (2019),Rata-rata Lama Sekolah (2020),Rata-rata Lama Sekolah (2021),Umur Harapan Hidup Saat Lahir (UHH) (2019),Umur Harapan Hidup Saat Lahir (UHH) (2020),Umur Harapan Hidup Saat Lahir (UHH) (2021),Indeks Pembangunan Manusia (2019),Indeks Pembangunan Manusia (2020),Indeks Pembangunan Manusia (2021),Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2019) ,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2020) ,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2021) ,Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2019),Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2020),Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2021)
103,2.543961412569315,2.5447466501440172,2.547098670044448,8.884748726451182,8.846496938558838,8.859363449152088,2.166765369851511,2.191653532286764,2.1972245773362196,63.18,63.3,63.39,4.153242203469586,4.1515122352784415,4.155753190350744,0.22,0.16,0.24,-0.07257069283483537,-0.12783337150988489,0.19885085874516517
104,2.551006451492524,2.553343811341229,2.567254391136754,9.367600498174767,9.345570321236286,9.354094335620879,2.004179057179289,2.017566137961748,2.0320878452963655,73.55,73.72,73.8,4.2761104090823325,4.276388302650885,4.282758633015213,0.67,0.5,0.57,0.9242589015233319,0.8109302162163288,0.8586616190375187
106,2.7555697170701863,2.756205242989257,2.7568403652716422,9.520175249069098,9.479680250180099,9.494767151707292,2.449279472144849,2.460443177609626,2.468946630209271,70.85,70.97,71.06,4.382401564378955,4.379774099620588,4.383775105207999,0.2,0.1,0.18,-0.4780358009429998,-0.9675840262617056,-0.6348782724359695
107,2.4865719291070616,2.4874035299865875,2.4898941912990393,8.981932990986873,8.98894529119609,8.97233695775495,2.0541237336955462,2.0681277817795625,2.081938421878423,64.7,64.74,64.83,4.1535564218539465,4.157162854614252,4.157632301458019,0.67,0.81,0.75,0.959350221334602,1.1184149159642893,1.0367368849500223
108,2.6078614738467776,2.60859812213055,2.613739521630969,9.046762057999363,9.025936648977904,9.03931477492408,2.122261538862764,2.1587147225743437,2.1598687907924505,64.91,65.0,65.06,4.198103796512953,4.200954297280359,4.204543354520176,0.36,0.9,0.74,0.6780335427498971,1.2267122912954254,1.0577902941478545
110,2.6953026282797072,2.7186603802142257,2.719319793360441,9.261318616740812,9.257510176452573,9.259416209622776,2.3389170222414357,2.3646204839134985,2.3896797998449792,70.95,71.19,71.25,4.320284200838311,4.3294166844015844,4.334148554429418,0.28,0.2,0.18,0.04879016416943204,0.04879016416943204,0.04879016416943204
111,2.5447466501440172,2.545531271604435,2.546315277916644,9.269457976459272,9.244065241377804,9.262553243423117,2.0068708488450007,2.038619547159581,2.052840859882657,75.74,75.84,75.91,4.274998061915358,4.276527220481212,4.281653660527095,0.1,0.07,0.17,-0.4462871026284195,-0.5108256237659907,-0.12783337150988489
112,2.5974910105351463,2.6181254935742233,2.6188546222977394,8.923591197573002,8.921991410536698,8.902455592206882,2.081938421878423,2.1004689088719113,2.1198634561787513,66.02,66.1,66.22,4.178838885198542,4.185707568236073,4.186163807313259,3.07,1.78,2.91,2.1090003439213802,1.7867469274045107,2.048982334195127
113,2.5289235352047745,2.529720665577793,2.5384474167160302,9.357207447785735,9.348884181424243,9.34940642009918,2.1644717908644115,2.1770218700187,2.191653532286764,66.99,67.09,67.19,4.249922794040544,4.251633170740286,4.256179924807906,0.05,0.26,0.04,-0.941608539858445,-0.11653381625595151,-1.0498221244986778
114,2.565718292524414,2.58851563240702,2.589266665112243,9.244161920451694,9.223059144383958,9.234837843576571,2.0215475632609334,2.0425181875752383,2.061786606441115,75.31,75.4,75.46,4.274858931480352,4.279717015849312,4.284551613290046,0.34,0.5,0.62,0.4762341789963717,0.6780335427498971,0.8415671856782185
115,2.5447466501440172,2.545531271604435,2.546315277916644,9.002947130753205,8.971575439759016,8.983816112502495,2.086913556518537,2.1114245875328868,2.1126345090356,68.64,68.88,69.08,4.2008044733232275,4.200954297280359,4.204692619390966,0.34,0.35,0.68,0.6575200029167941,0.6418538861723947,0.9631743177730056
117,2.5900171341906173,2.590767040487478,2.5915163848462583,9.330520532232288,9.305013985578864,9.308192772143688,2.209372711271867,2.2332350148592526,2.234306252240751,68.82,69.18,69.23,4.276943858220729,4.27957854046309,4.280685807012206,0.5,0.67,0.54,0.7514160886839212,0.9082585601768908,0.7466879474879751
118,2.554121718809473,2.554899021608035,2.5556757206762075,9.371863806132854,9.335297611380566,9.342683558963897,2.2417729535972883,2.2710944259026746,2.272125885509337,71.11,71.2,71.24,4.296468746312235,4.296741040391521,4.2983732496766285,0.07,0.14,0.13,-0.6931471805599453,-0.3285040669720361,-0.31471074483970024
119,2.4475508632442313,2.448415541205585,2.449279472144849,9.232395362757014,9.18840146445743,9.19573421958682,1.8718021769015913,1.922787731634459,1.958685340544036,65.43,65.68,65.76,4.163870624870711,4.166510173022286,4.173309766520395,0.93,0.8,0.73,1.184789984909162,1.1755733298042381,1.1052568313867783
120,2.550226115908643,2.551006451492524,2.551786178627545,9.03097444300786,8.960596138864794,8.959311617172437,2.0162354657760435,2.0412203288596382,2.0592388343623163,67.53,67.68,67.78,4.188593573125209,4.182050142641207,4.185098925490565,1.93,1.11,1.22,1.7867469274045107,1.463255402256019,1.4951487660319727
121,2.6253929674212007,2.6354795082673745,2.6483001966964363,9.345220854170002,9.330165765044532,9.339436945310593,2.4096441652874536,2.410542234499138,2.414126467726953,70.45,70.51,70.56,4.327702435943282,4.327834405590455,4.3321796622793,0.7,0.54,0.82,0.9969486348916096,0.6626879730752367,1.0296194171811581
124,2.5478814489493886,2.5494451709255714,2.5726122302071057,9.41442342055165,9.40426106461349,9.41058370340406,1.9643112344262046,1.9685099809725544,2.004179057179289,70.54,70.65,70.72,4.257030144499196,4.25731339050024,4.268017718062014,0.34,0.3,0.28,0.25464221837358075,0.26236426446749106,0.27763173659827955
125,2.6093342281630525,2.6304489550786583,2.6490076604684267,9.258940041812245,9.219993629004321,9.23024103368252,2.1471001901536506,2.1656192379208883,2.166765369851511,66.93,67.0,67.07,4.248209486939542,4.249780130512233,4.255470855785784,0.94,0.37,0.31,0.8754687373538999,0.4252677354043441,0.37843643572024505
126,2.4840729690394228,2.4849066497880004,2.5087859235779435,9.246093541682,9.219101877644755,9.224243277145174,2.0294631718735947,2.030776369698555,2.0320878452963655,68.54,68.75,68.84,4.217004574957988,4.214938458520516,4.220977213155467,0.92,1.11,0.83,1.2149127443642704,1.3001916620664788,1.1314021114911006
127,2.5360749363624,2.550226115908643,2.551006451492524,8.939187601475613,8.928640371201949,8.933268478636418,2.2512917986064953,2.2752138961979136,2.278292400425001,64.95,65.07,65.14,4.18737942818929,4.192680462942962,4.194642283537465,0.96,1.02,0.78,1.3297240096314962,1.449269160281279,1.172482137234565
128,2.514465452029545,2.5152741864043966,2.5160822672564502,9.241451367001236,9.235520670506482,9.250426095515468,1.9600947840472698,1.9629077254238845,1.9823798288367047,63.83,64.07,64.3,4.178532512647126,4.180063437624638,4.186619838331271,0.87,0.54,0.59,1.184789984909162,0.9707789171582248,0.9707789171582248
129,2.60859812213055,2.624668592163159,2.6290069937617573,8.889170455363413,8.884194633072273,8.913819350857198,2.081938421878423,2.1114245875328868,2.1412419425852827,73.15,73.3,73.4,4.223177434065069,4.230476736546681,4.241182857326236,1.12,0.74,0.36,1.1314021114911006,0.8415671856782185,0.5068176023684519
130,2.5087859235779435,2.509599262378372,2.510411940196362,9.285169512596832,9.251866118804681,9.254739959272866,2.060513531794317,2.061786606441115,2.063058062429312,65.21,65.48,65.6,4.20797082229696,4.205587741038083,4.207226719278773,0.38,0.53,0.59,0.598836501088704,0.7654678421395714,0.9360933591703348
131,2.494031557565001,2.4948569806411682,2.495681722955959,9.075436609511382,9.068085324395312,9.079434102128383,2.0681277817795625,2.080690761080268,2.0906287310704004,71.49,71.53,71.56,4.218772140597153,4.219948784356969,4.223470431430189,0.1,0.05,0.23,-0.6733445532637656,-1.2039728043259361,-0.23572233352106983
133,2.554899021608035,2.5771819258971713,2.5974910105351463,9.025575833531088,8.997270906233448,8.989818381366925,1.9035989509835904,1.937301774518713,1.9387416595767009,67.07,67.24,67.45,4.1705337005796475,4.176078147248771,4.180675151973121,0.47,0.38,0.21,0.7466879474879751,0.636576829071551,0.23111172096338664
134,2.5556757206762075,2.5771819258971713,2.5779415157551897,8.740656691541368,8.746080217357513,8.730367211692958,1.9823798288367047,1.9960599327407849,2.0135687975291283,66.15,66.25,66.39,4.1260047149499695,4.133885736842633,4.134526351854933,0.99,0.82,1.77,1.2892326482767593,1.1378330018213911,1.5871923034867805
135,2.645465325910589,2.647592232065096,2.6483001966964363,9.670167394770358,9.648466262323895,9.644652054641927,2.301584592660462,2.327277705584417,2.3282528397426234,72.02,72.1,72.18,4.3660242771963755,4.368307962532944,4.368561383720311,0.23,0.4,0.52,0.13976194237515863,0.4574248470388755,0.5596157879354227
136,2.6803363625346943,2.681021528714291,2.681706225762608,9.179056081936416,9.160729871422848,9.168788944817948,2.2071749081893874,2.2375130962503307,2.256541154492639,67.93,67.98,67.99,4.265773677849632,4.268017718062014,4.272072250005828,0.97,0.68,1.09,1.2612978709452054,1.007957920399979,1.3402504226184837
137,2.6282852326333477,2.6290069937617573,2.6297282343267403,9.036225051729327,9.008224187854049,9.018453210312527,2.166765369851511,2.200552367428894,2.2126603854660587,65.59,65.74,65.96,4.211683054639334,4.213460043112263,4.218624962732438,0.12,0.38,0.2,-0.08338160893905101,0.3220834991691132,0.04879016416943204
138,2.6390573296152584,2.6411978941143697,2.641910398597665,9.374073563958785,9.373818840968658,9.37864751738456,2.0744289998562917,2.1090003439213802,2.1234584270966104,72.49,72.59,72.65,4.29714934254078,4.302983427333428,4.306090068583941,0.36,0.21,0.37,0.44468582126144574,0.1823215567939546,0.43178241642553783
139,2.5321082512722946,2.532902848056256,2.5376572151735295,8.803724602110622,8.762489547371581,8.774467601446593,2.0095554142156695,2.0360119837525,2.0373166153791646,61.95,62.1,62.22,4.104624871629657,4.102312731871278,4.106437809909484,0.13,0.16,0.1,-0.19845093872383832,-0.11653381625595151,-0.5621189181535413
140,2.5400259490090797,2.540814281726296,2.5416019934645457,8.939449862164238,8.931419805192975,8.935903526274423,2.0412203288596382,2.0719132752590443,2.0731719286662407,66.13,66.27,66.36,4.165424143903053,4.169606630055894,4.1713056033582285,0.47,0.46,0.53,0.7275486072772777,0.7608058290337602,0.8586616190375187
141,2.503891949699081,2.50470927708418,2.505525936990736,9.11701821474481,9.08851166361105,9.09268232850795,2.163323025660538,2.1644717908644115,2.1656192379208883,69.19,69.61,69.71,4.226103551734458,4.224787858247391,4.226541731833486,0.77,1.02,0.65,1.0647107369924282,1.0818051703517284,0.8544153281560676
142,2.5687881337687024,2.569554123848285,2.570319527636131,8.93840040647301,8.913146539151807,8.916371914881694,2.102913897864978,2.131796772013764,2.1329823086078656,65.71,66.31,66.59,4.17638527255831,4.180828022110238,4.1837281233567865,0.4,0.47,0.42,0.6830968447064438,0.688134638736401,0.636576829071551
145,2.514465452029545,2.5152741864043966,2.5160822672564502,9.249080200292113,9.245804036251752,9.248502833070532,2.0918640616783932,2.0930978681273213,2.0943301541735866,66.02,66.21,66.36,4.214495163352562,4.215676847389625,4.2174467593560845,0.22,0.27,0.17,-0.06187540371808753,-0.030459207484708574,-0.15082288973458366
146,2.6108048166633746,2.611539300721366,2.613006652415316,9.3729692954244,9.353227859524731,9.354267540782825,2.1435893615035875,2.1587147225743437,2.1656192379208883,67.8,68.07,68.31,4.269977130865259,4.27151398062636,4.274580612525034,0.93,0.91,0.67,1.0402767116551463,1.0331844833456545,0.9858167945227654
147,2.4874035299865875,2.488234439880675,2.489064659936664,9.233861567017529,9.21612361673191,9.225426009394223,1.824549292051046,1.8261608959453874,1.827769906751088,69.04,69.33,69.54,4.191471272952824,4.191320021345486,4.1944915108270395,0.47,0.67,0.74,0.8372475245337022,1.1019400787607843,1.1118575154181303
150,2.548663615590751,2.5494451709255714,2.550226115908643,9.059401196410896,9.038958755220563,9.040737587590003,2.061786606441115,2.0906287310704004,2.0918640616783932,67.18,67.4,67.59,4.196600262926448,4.1993049978585875,4.201253877869777,0.11,0.11,0.13,-0.527632742082372,-0.35667494393873245,-0.40047756659712525
151,2.558002204858551,2.558776498354456,2.559550192783766,9.214133170214879,9.192685436737461,9.213535262872702,2.060513531794317,2.0930978681273213,2.0943301541735866,70.44,70.56,70.64,4.2437698090420275,4.246206911531347,4.250065437218876,0.25,0.27,0.24,0.25464221837358075,0.2468600779315258,0.23901690047049992
152,2.532902848056256,2.533696813957432,2.534490149976828,9.311180686902254,9.301094735244646,9.307194813340065,2.1435893615035875,2.1447610078004784,2.162172939277301,68.46,68.68,68.82,4.2514907510291575,4.251917949326861,4.256463411698536,0.31,0.2,0.13,0.27763173659827955,-0.020202707317519466,-0.13926206733350766
153,2.513656063073986,2.514465452029545,2.522523513359307,9.281544130982514,9.230339058482873,9.23600811872476,2.1004689088719113,2.125847914493992,2.127040520479115,70.2,70.25,70.26,4.249209272783016,4.246063716857944,4.248638088989106,0.18,0.17,0.15,-0.1743533871447778,-0.2484613592984996,-0.21072103131565253
155,2.6195832197798796,2.6224923127405635,2.6232182655855123,9.087607606593886,9.081483749851179,9.088850474388472,2.0681277817795625,2.1041341542702074,2.128231705849268,65.38,65.47,65.53,4.202750436065887,4.20797082229696,4.2130160919396,1.18,0.66,0.59,1.3737155789130306,0.8919980393051105,1.0152306797290584
156,2.6275629501895237,2.6282852326333477,2.6290069937617573,8.948715833843691,8.926118971153382,8.919453168575453,1.9974177062012453,1.998773638612381,2.0001277349601105,64.39,64.63,64.91,4.1655793631505516,4.163870624870711,4.165268900558799,1.28,1.21,0.9,1.4996230464268938,1.472472057360943,1.3110318766193438
158,2.5185025992165158,2.5376572151735295,2.5603232890727545,9.274253697719836,9.248599084093273,9.259701801513907,1.9726911717329554,2.0068708488450007,2.012232791986386,76.04,76.22,76.27,4.267597343922845,4.273466561441981,4.280547465724028,0.31,0.26,0.42,0.3852624007906449,0.3148107398400336,0.5247285289349821
159,2.558002204858551,2.570319527636131,2.5710843460290524,9.53097354456765,9.507700460979235,9.500170136485423,1.9572739077056285,1.979621206397625,1.9810014688665833,71.68,71.83,71.95,4.280824129164719,4.2842759793301965,4.2844138058068815,0.14,0.08,0.14,-0.3285040669720361,-0.6348782724359695,-0.3011050927839216
160,2.5817308344235403,2.5824869781268642,2.5832425505088623,9.334149657702469,9.320091235935301,9.330077053578517,2.155244505095337,2.169053700369523,2.1701959049483,76.5,76.6,76.68,4.316687793365541,4.31748811353631,4.319619174545265,0.17,0.18,0.27,-0.18632957819149348,0.009950330853168092,0.20701416938432612
161,2.519308076505333,2.5201129055226197,2.5209170873110334,9.344084242025778,9.330165765044532,9.33467964623179,2.135349173618132,2.136530508663963,2.145931282948669,71.1,71.33,71.53,4.269977130865259,4.2698373000603045,4.27332721775054,0.2,0.13,0.12,-0.11653381625595151,-0.342490308946776,-0.2876820724517809
162,2.50470927708418,2.514465452029545,2.5152741864043966,9.117676687112763,9.109082539901955,9.111514017669288,2.046401687601636,2.061786606441115,2.0930978681273213,70.52,70.8,70.87,4.217741440366026,4.222444564849416,4.228000947034774,0.38,0.41,0.52,0.5007752879124892,0.5709795465857378,0.6830968447064438
163,2.498973906999436,2.517696472610991,2.540814281726296,9.395574350217172,9.344084242025778,9.341368634382587,2.2935443483418965,2.3194422100604686,2.3204250111223765,72.27,72.32,72.36,4.305820308668628,4.306629370201435,4.310530632968812,2.44,1.16,0.69,1.706564623164823,1.2781522025001875,0.9282193027394288
164,2.512035317176253,2.5257286443082556,2.5273273656719524,9.208137948420983,9.197761589769323,9.203416456903359,2.038619547159581,2.0399207835175526,2.0412203288596382,69.2,69.33,69.42,4.2227377769905,4.224787858247391,4.226687749209813,0.58,0.6,0.6,0.8415671856782185,0.9242589015233319,0.8628899551470398
166,2.5603232890727545,2.5779415157551897,2.578700529074361,9.144307401371744,9.135293497653272,9.149740749847252,1.9615022438151495,1.9643112344262046,1.9878743481543455,67.45,67.58,67.69,4.200055016644215,4.2034978761186235,4.209754413732928,0.79,1.17,1.41,1.184789984909162,1.3737155789130306,1.4883995840570443
167,2.63834278867739,2.6390573296152584,2.6461747973841225,9.69010867127683,9.666245076842417,9.674263049655917,2.4069451083182885,2.412335956953165,2.425687290128029,74.89,75.01,75.19,4.401706705440709,4.400603020246817,4.406109305189839,0.1,0.15,0.16,-0.7550225842780328,-0.5108256237659907,-0.4155154439616658
169,2.612273245708441,2.613006652415316,2.613739521630969,9.086363192156472,9.075551045627543,9.082961442646353,1.8562979903656263,1.900613874140137,1.9021075263969205,67.45,67.58,67.67,4.188745237643585,4.1935863968717495,4.1956970564823886,0.39,0.37,0.4,0.6151856390902335,0.636576829071551,0.6418538861723947
170,2.554121718809473,2.554899021608035,2.5556757206762075,9.033006356693267,9.002824076547672,9.008346579384707,2.1435893615035875,2.151762203259462,2.1770218700187,69.57,69.99,70.09,4.221857882521061,4.221270855794487,4.226687749209813,0.6,0.49,0.38,0.7747271675523681,0.6729444732424258,0.5306282510621704
171,2.7013612129514133,2.714694743820879,2.7324175575505043,9.40960098282706,9.397317740306331,9.412464556066316,2.3896797998449792,2.390595970316759,2.4159137783010487,72.57,72.65,72.71,4.360036616782266,4.361441201064773,4.370965687314457,0.42,0.4,0.34,0.41871033485818504,0.3852624007906449,0.35065687161316933
173,2.532902848056256,2.533696813957432,2.534490149976828,9.304103901788347,9.295600215927006,9.308374112247549,2.138889000323256,2.1736147116970854,2.174751721484161,68.11,68.26,68.37,4.24735173134728,4.252629541187814,4.255470855785784,0.21,0.33,0.59,0.2151113796169455,0.3148107398400336,0.6418538861723947
175,2.556451816951096,2.5572273113676265,2.574137783515943,9.131621787264777,9.134862230800225,9.146015161419625,2.0706530356467567,2.1090003439213802,2.1150499691472033,67.78,67.95,68.08,4.2146429502441345,4.222004585374694,4.228584037430304,0.75,0.37,0.36,0.9321640810304452,0.6418538861723947,0.4824261492442928
176,2.4630018143999504,2.463853240590168,2.4655539212721855,9.2237500588861,9.195226734166134,9.19624144759668,1.9726911717329554,1.9740810260220096,2.0068708488450007,68.76,68.97,69.06,4.203198967134183,4.2008044733232275,4.20663103795066,0.33,0.18,0.45,0.45107561936021673,0.131028262406404,0.6931471805599453
177,2.516889695641051,2.517696472610991,2.5201129055226197,8.909640602443098,8.903407519932264,8.91341571815747,1.9600947840472698,1.9615022438151495,1.9629077254238845,72.7,72.84,73.04,4.189048497691398,4.1893516658004355,4.192831508936755,0.38,0.38,0.26,0.5364933705145685,0.43178241642553783,0.25464221837358075
178,2.688527534613346,2.6892071133007303,2.689886230474539,9.17585244151751,9.17378011666438,9.174091239301061,2.333114298028869,2.334083760053417,2.3350522831315472,69.77,69.78,69.79,4.297965447047447,4.298101399736121,4.2983732496766285,0.69,0.61,0.58,0.9400072584914712,0.8754687373538999,0.8415671856782185
182,2.6871669901857858,2.6878474937846906,2.688527534613346,9.010547069270189,9.002331708246244,9.012011377036412,2.135349173618132,2.155244505095337,2.1564025828159643,68.79,68.8,68.81,4.237289838207198,4.238877712954399,4.240751047315928,0.55,0.63,0.43,0.8919980393051105,0.9555114450274363,0.7747271675523681
183,2.534490149976828,2.5352828571130672,2.5360749363624,9.163143937145207,9.156939595249067,9.179778066393542,2.0412203288596382,2.0425181875752383,2.0794415416798357,68.03,68.12,68.17,4.212720014957422,4.212720014957422,4.221857882521061,0.44,0.38,0.53,0.5187937934151675,0.4574248470388755,0.6729444732424258
184,2.4898941912990393,2.4907230351094403,2.4915511925066687,9.150908788206756,9.114269903225448,9.112176123188952,2.0373166153791646,2.046401687601636,2.060513531794317,71.12,71.4,71.6,4.222591181666628,4.22038966907276,4.22361689792624,0.16,0.28,0.27,-0.10536051565782628,0.27763173659827955,0.22314355131420976
185,2.550226115908643,2.551006451492524,2.552565298261815,9.431562077727694,9.40943710213184,9.415157006597509,2.1138429683971682,2.127040520479115,2.152924318439639,69.79,69.89,69.93,4.2756934238792645,4.275554390163365,4.280685807012206,0.14,0.22,0.29,-0.37106368139083207,-0.05129329438755058,0.1906203596086497
186,2.5352828571130672,2.5360749363624,2.5368663887187113,9.266248003914479,9.250522161609014,9.262837940933936,2.081938421878423,2.086913556518537,2.0881534822818573,66.75,66.96,67.13,4.224641563169959,4.224787858247391,4.228000947034774,0.34,0.37,0.51,0.4885800148186709,0.4762341789963717,0.688134638736401
187,2.8039662579320366,2.804571768092832,2.805176911832933,9.597505722912913,9.580592724328602,9.58465875108751,2.428336298299606,2.449279472144849,2.4501426573516603,73.57,73.65,73.69,4.414977734813568,4.416669578117421,4.417635062141249,0.18,0.09,0.13,-0.4620354595965587,-0.7985076962177716,-0.40047756659712525
189,2.551006451492524,2.5680215564985067,2.579458966729223,9.38907215991958,9.374073563958785,9.379238908437996,2.1234584270966104,2.128231705849268,2.1294214739848565,69.37,69.46,69.56,4.268717949166882,4.271234729018849,4.274858931480352,0.38,0.6,0.22,0.5068176023684519,0.6259384308664954,0.06765864847381486
190,2.558002204858551,2.558776498354456,2.559550192783766,9.3195534569495,9.325364048544964,9.32892308780313,2.0241930674493576,2.0255131996542803,2.0268315914075385,69.75,69.84,69.87,4.249066507417651,4.250778348063927,4.251775570170929,0.51,0.33,0.44,0.7371640659767196,0.4885800148186709,0.5653138090500605
191,2.6369121732688705,2.637627736805664,2.649714624089247,9.450930836894113,9.42504844446929,9.431962766918454,2.259677591982769,2.2607208888953467,2.2752138961979136,70.98,71.08,71.16,4.323735226296777,4.321347323862031,4.327174383125731,0.2,0.17,0.32,0.01980262729617973,-0.19845093872383832,0.2700271372130602
194,2.706048198431537,2.725235025856311,2.725890119230541,9.42867236629317,9.412382853382338,9.422139821589736,2.2945529212967815,2.295560478057081,2.3174737054877963,73.96,74.02,74.04,4.357733942104837,4.359653205696989,4.364371699435161,0.32,0.17,0.21,0.20701416938432612,-0.040821994520255166,0.02955880224154443
199,2.6224923127405635,2.6232182655855123,2.6239436918052106,9.13938128303569,9.115370134384955,9.107975365298154,2.0541237336955462,2.0554049638515948,2.0831845279586703,65.17,65.29,65.43,4.207673247529104,4.205289456173828,4.209160236650682,1.11,1.19,2.15,1.4398351280479205,1.5129270120532565,1.8547342683894434
200,2.514465452029545,2.516889695641051,2.5400259490090797,9.236495329453033,9.222367752188902,9.232199706329077,1.958685340544036,1.9919755158985601,1.998773638612381,71.36,71.56,71.72,4.230476736546681,4.234686046775173,4.2426208788567585,0.43,0.35,0.45,0.6678293725756554,0.5423242908253617,0.6312717768418578
201,2.5855058483441162,2.5862591440482876,2.587011872725154,9.274722630905451,9.26955223160803,9.27706400401909,1.742219023667919,1.780024213009634,1.7817091333745536,66.55,66.74,66.89,4.191017449482361,4.19614876167715,4.198554416122531,0.33,0.5,0.49,0.5128236264286637,0.7701082216960737,0.7839015438284094
203,2.58851563240702,2.589266665112243,2.5900171341906173,9.451402423792738,9.394160804893874,9.428270356237505,2.224623551524334,2.253394848803274,2.254444717666111,71.94,72.06,72.32,4.315886832169337,4.31361395198771,4.320151230955794,0.12,0.17,0.2,-0.4155154439616658,-0.35667494393873245,-0.05129329438755058
204,2.5862591440482876,2.587011872725154,2.5877640352277083,9.194414221425923,9.169101623959586,9.176576741823373,2.0769384114617173,2.0781907597781832,2.0881534822818573,69.7,69.79,69.84,4.2437698090420275,4.2408950047047895,4.243913332544247,0.07,0.14,0.3,-0.6733445532637656,-0.2484613592984996,0.1906203596086497
205,2.5664866367804233,2.567254391136754,2.5680215564985067,9.249561085129464,9.241451367001236,9.24445190160495,2.135349173618132,2.1424163408412245,2.1736147116970854,66.32,66.41,66.44,4.232801305369117,4.233381604239311,4.238877712954399,0.95,0.89,1.12,1.220829921392359,1.0681530811834012,1.2584609896100056
206,2.5572273113676265,2.567254391136754,2.5779415157551897,9.731690419198387,9.697569781886987,9.72704865890033,2.373043556642607,2.378619779270043,2.379546134130174,74.18,74.28,74.55,4.383151002335591,4.382276603429089,4.38937457233642,0.08,0.09,0.08,-0.8675005677047231,-0.616186139423817,-0.7550225842780328
207,2.551006451492524,2.551786178627545,2.552565298261815,9.23883064237581,9.23620303150191,9.24009333012553,2.102913897864978,2.125847914493992,2.127040520479115,69.85,70.08,70.27,4.248066578757805,4.252771798816619,4.254903238344689,0.21,0.21,0.26,0.12221763272424911,0.1823215567939546,0.3220834991691132
208,2.5209170873110334,2.5217206229107165,2.522523513359307,9.102977853647683,9.096163326913784,9.112065802707843,1.9080599249242156,1.9501867058225735,1.9671123567059163,65.79,65.87,65.93,4.166975253257008,4.172231100879172,4.177612831405111,0.45,0.44,0.49,0.8064758658669485,0.7371640659767196,0.8415671856782185
210,2.6333266549062735,2.6340447877917144,2.6347624053323777,9.585140065773462,9.56843430866833,9.577203242302405,2.2965670206684825,2.2975725511705014,2.322387720290225,70.98,71.13,71.29,4.345881188037528,4.345103280569283,4.3511807545027805,0.26,0.11,0.11,-0.21072103131565253,-0.616186139423817,-0.579818495252942
211,2.5392369943330477,2.543961412569315,2.5447466501440172,9.323043861889268,9.319194776888265,9.324739912284679,2.222459048514761,2.2235418856535927,2.224623551524334,69.86,69.93,69.95,4.275832438267478,4.276804998260776,4.277915338416487,0.15,0.18,0.29,-0.13926206733350766,-0.020202707317519466,0.27763173659827955
212,2.5305171610400525,2.531313022602156,2.5321082512722946,8.847216104357543,8.833608482690892,8.830396801098097,1.9050881545350582,1.9065751436566365,1.9080599249242156,66.32,66.42,66.46,4.130837198581126,4.12955081795672,4.129711706059392,2.09,1.73,1.28,1.8991179875485542,1.7681496035889213,1.6253112615903906
214,2.4344901638739844,2.435366204227864,2.457877977400081,9.308555419473137,9.280332743796217,9.28312604170183,1.9501867058225735,1.951608170169951,1.9530276168241774,68.41,68.61,68.67,4.20409542618122,4.20200243692861,4.207226719278773,0.61,0.86,1.16,0.9820784724121582,1.091923300517313,1.2584609896100056
215,2.5087859235779435,2.514465452029545,2.532902848056256,8.994544758324512,8.973604867142505,8.978912601074276,2.028148247292285,2.0412203288596382,2.0425181875752383,68.88,69.04,69.15,4.185859671057874,4.186467851097906,4.191773707553646,0.71,0.48,0.57,0.9895411936137477,0.7793248768009977,0.8329091229351039
218,2.5478814489493886,2.548663615590751,2.5556757206762075,9.314520190885846,9.282102738203074,9.291736010180177,2.3115448343655176,2.312535423847214,2.333114298028869,70.33,70.47,70.6,4.29346860769209,4.290048397777529,4.296877159632186,0.13,0.16,0.39,-0.3856624808119846,-0.1743533871447778,0.27763173659827955
219,2.5400259490090797,2.540814281726296,2.5416019934645457,9.259320994197804,9.23024103368252,9.240578555036793,2.1736147116970854,2.192770226986839,2.2049722641270453,73.4,73.53,73.72,4.28234441140073,4.28206816830505,4.286753954166449,0.28,0.17,0.34,0.03922071315328133,-0.08338160893905101,0.20701416938432612
220,2.7073833121145063,2.70805020110221,2.7107133185216936,9.335562336729565,9.315150736328528,9.317848579691468,2.3398808777377424,2.3504224224082058,2.365559892155434,70.2,70.38,70.5,4.328098292648326,4.328230210068212,4.3321796622793,0.36,0.12,0.21,0.4574248470388755,-0.5108256237659907,0.11332868530700327
