Id,Harapan Lama Sekolah (2019),Harapan Lama Sekolah (2020),Harapan Lama Sekolah (2021),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang)(2019),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang) (2020),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang) (2021),Rata-rata Lama Sekolah (2019),Rata-rata Lama Sekolah (2020),Rata-rata Lama Sekolah (2021),Umur Harapan Hidup Saat Lahir (UHH) (2019),Umur Harapan Hidup Saat Lahir (UHH) (2020),Indeks Pembangunan Manusia (2019),Indeks Pembangunan Manusia (2020),Indeks Pembangunan Manusia (2021),Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2019) ,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2020) ,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2021) ,Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2019),Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2020),Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2021)
427,2.8166056076565553,2.8172035149987327,2.817801065061329,9.707107638491133,9.67570827281739,9.684086987500752,2.367436065313662,2.3896797998449792,2.390595970316759,74.77,74.81,4.429029488269218,4.428910220572732,4.430816798843313,0.23,0.33,0.32,0.12221763272424911,0.3148107398400336,0.23111172096338664
429,2.5756610130564646,2.5764217586237734,2.5771819258971713,9.219993629004321,9.19593714166544,9.209940291954844,1.8115620965242347,1.8656293177945105,1.890095369948917,68.97,69.13,4.206035001574797,4.2103482379784065,4.2162671661789055,0.3,0.47,0.49,0.3987761199573678,0.6471032420585384,0.7323678937132266
433,2.5641798306825083,2.5649493574615367,2.565718292524414,9.354700422483019,9.349667437197281,9.355479137642421,2.167910189667444,2.169053700369523,2.186051276738094,68.64,68.71,4.268157803514369,4.268297869345539,4.272351267864781,0.23,0.2,0.26,0.11332868530700327,-0.01005033585350145,0.19885085874516517
447,2.517696472610991,2.519308076505333,2.5201129055226197,8.91918561004543,8.8963143241848,8.889721799278137,2.105352923464337,2.1065702090680887,2.1077860146889784,66.97,67.07,4.173001695045377,4.170379248498098,4.1705337005796475,1.28,1.32,1.65,1.6154199841116479,1.5623463049002497,1.7298840655099674
454,2.4932054526026954,2.498973906999436,2.5160822672564502,9.45993109330524,9.447150114054207,9.452187908084165,2.046401687601636,2.0476928433652555,2.048982334195127,65.82,65.97,4.231203744939298,4.231930225174664,4.237145360853772,0.15,0.09,0.06,-0.3285040669720361,-0.6733445532637656,-0.7985076962177716
457,2.5384474167160302,2.561867690924129,2.5680215564985067,8.731981938347694,8.717354666338522,8.709630081951286,1.7850704810772584,1.8325814637483102,1.8671761085128091,68.32,68.38,4.111037785163761,4.119524860752399,4.123903364463645,2.2,1.57,2.71,2.0241930674493576,1.8825138324965192,2.157559320943788
460,2.523325759691945,2.5241273629412815,2.5249283241374862,9.330609204367127,9.322775801305971,9.326700173092378,2.125847914493992,2.130609828254235,2.131796772013764,69.34,69.36,4.25575454373095,4.25575454373095,4.256746818247124,0.03,0.09,0.11,-1.5141277326297755,-1.0216512475319814,-0.579818495252942
461,2.5079719227189963,2.5087859235779435,2.509599262378372,9.130105979265577,9.086702731518004,9.098179005087852,2.0541237336955462,2.066862759472976,2.0980179272527715,64.45,64.49,4.178685710655851,4.174387269895637,4.180828022110238,0.19,0.33,0.28,0.12221763272424911,0.5007752879124892,0.3852624007906449
471,2.631888840136646,2.6369121732688705,2.637627736805664,8.923457979694966,8.902591637374087,8.909910726701899,2.3282528397426234,2.3532782073095637,2.354228326145884,65.21,65.47,4.215676847389625,4.2189192968037315,4.221857882521061,0.76,0.83,0.95,1.220829921392359,1.3001916620664788,1.3937663759585917
474,2.546315277916644,2.551006451492524,2.556451816951096,8.768574284141687,8.74528448245438,8.751632702472298,1.9572739077056285,1.958685340544036,1.9740810260220096,64.68,64.73,4.115127101404629,4.112348186661675,4.116595171156921,0.45,0.77,0.63,0.6259384308664954,1.0438040521731147,0.8878912573524571
475,2.613006652415316,2.613739521630969,2.614471854142644,9.392161803728454,9.4097648366698,9.390743422947507,2.0992441689760155,2.1102132003465894,2.1210632163706555,68.56,68.68,4.272072250005828,4.276804998260776,4.276943858220729,2.54,2.24,1.7,1.8578592709325787,1.7698546338400052,1.601405740736836
480,2.543961412569315,2.5572273113676265,2.5687881337687024,9.153134898205403,9.157256000883727,9.165133779138104,2.046401687601636,2.0554049638515948,2.05668455455722,69.43,69.65,4.223323943478561,4.229312422632585,4.233961566558017,0.12,0.16,0.28,-0.37106368139083207,-0.18632957819149348,0.2151113796169455
489,2.503073953743449,2.503891949699081,2.50470927708418,9.101975347298058,9.085117227222105,9.088172738001974,1.9487632180377197,1.9558604799084813,1.9600947840472698,70.73,70.97,4.202750436065887,4.202899968776446,4.205736850111646,0.11,0.12,0.23,-0.4155154439616658,-0.2231435513142097,0.03922071315328133
492,2.579458966729223,2.580216829592325,2.5900171341906173,9.114049711657897,9.092457331319466,9.104979856318357,1.6974487897568136,1.742219023667919,1.7783364488959144,71.22,71.41,4.1929825321191005,4.19614876167715,4.205289456173828,0.79,1.3,1.56,1.1085626195212777,1.4655675420143985,1.5539252025038417
497,2.528125768907977,2.5289235352047745,2.529720665577793,9.147081032336992,9.137877200242468,9.152711259139547,2.050270164379556,2.0515563381903004,2.052840859882657,73.56,73.72,4.246636372564359,4.246636372564359,4.250208060053033,0.17,0.2,0.35,-0.020202707317519466,0.20701416938432612,0.4885800148186709
501,2.5241273629412815,2.5249283241374862,2.5257286443082556,9.151227107483676,9.136263168579868,9.151545325465678,1.951608170169951,1.9919755158985601,1.9933388426264242,76.07,76.16,4.248209486939542,4.2520603082138555,4.255470855785784,0.11,0.18,0.34,-0.19845093872383832,0.0769610411361284,0.4574248470388755
503,2.5664866367804233,2.567254391136754,2.5862591440482876,9.152181457802651,9.147613542067878,9.155989777226102,1.9768549529047348,2.010894999144726,2.012232791986386,68.12,68.19,4.209160236650682,4.213755901102586,4.2189192968037315,0.24,0.25,0.23,0.25464221837358075,0.22314355131420976,0.17395330712343798
506,2.7899373605743945,2.810606789427302,2.826721730819709,9.574427775630369,9.57045937831747,9.571923252267498,2.479894107964456,2.501435951739211,2.5265283244788197,73.52,73.77,4.417152436649256,4.425205848767815,4.432600920636815,0.26,0.16,0.23,-0.2231435513142097,-0.40047756659712525,-0.1743533871447778
509,2.5217206229107165,2.522523513359307,2.5360749363624,9.292933670280036,9.273690687476945,9.283311984432006,1.986503546020567,2.0001277349601105,2.0149030205422647,73.39,73.52,4.256605125012738,4.256746818247124,4.263383854543109,0.23,0.3,0.14,0.12221763272424911,0.30010459245033816,-0.16251892949777494
512,2.155244505095337,2.189416394888408,2.2213750375685026,8.449128460502108,8.403352374992478,8.408939605975984,1.0647107369924282,1.1474024528375417,1.2029723039923526,63.44,63.59,3.8550292839080256,3.8622023104441903,3.8778455536265595,7.11,2.84,1.41,2.6741486494265287,2.209372711271867,1.873339456220478
